Category,EmailLength,WordCount,SentenceCount,AvgWordLength,DigitCount,SpecialCharCount
1,466,81,4,4.567901234567901,3,11
1,1614,298,25,4.295302013422819,19,65
1,22476,4046,169,4.530647553138903,110,526
1,2088,419,61,3.885441527446301,14,104
1,446,95,9,3.610526315789474,4,13
1,269,58,14,3.5517241379310347,0,21
1,766,209,10,2.631578947368421,0,121
1,621,119,4,4.126050420168068,0,14
1,334,74,7,3.4054054054054053,21,27
1,515,91,9,4.483516483516484,8,13
1,3912,687,39,4.647743813682679,70,116
1,1479,328,10,3.457317073170732,3,140
1,921,234,10,2.871794871794872,0,124
1,1494,332,11,3.448795180722892,3,141
1,745,207,10,2.565217391304348,0,119
1,446,95,9,3.610526315789474,4,13
1,344,61,5,4.590163934426229,1,10
1,1463,325,10,3.4492307692307693,3,138
1,539,101,5,4.257425742574258,1,15
1,754,144,8,4.159722222222222,10,19
1,14714,3040,187,3.75625,208,496
1,268,62,7,3.274193548387097,7,13
1,1450,349,43,3.0687679083094554,131,120
1,614,129,16,3.689922480620155,14,31
1,388,71,3,4.323943661971831,1,11
1,459,91,4,3.901098901098901,0,16
1,1296,283,13,3.5441696113074204,52,50
1,3076,659,46,3.5948406676783,27,166
1,1384,233,7,4.8111587982832615,2,16
1,413,104,17,2.923076923076923,42,45
1,4688,924,63,3.939393939393939,41,132
1,963,219,22,3.3013698630136985,43,74
1,2034,366,13,4.423497267759563,30,60
1,293,61,5,3.737704918032787,0,9
1,321,73,9,3.3698630136986303,1,16
1,410,103,10,2.951456310679612,10,25
1,6631,1158,52,4.711571675302245,69,170
1,561,125,9,3.384,30,37
1,525,100,7,4.13,24,19
1,1094,221,21,3.882352941176471,4,44
1,349,73,7,3.73972602739726,0,12
1,280,56,6,3.946428571428572,0,8
1,1066,217,15,3.797235023041474,10,54
1,7090,1484,103,3.744609164420485,182,295
1,539,101,5,4.257425742574258,1,15
1,1539,270,12,4.607407407407408,12,29
1,1486,328,11,3.4786585365853657,3,137
1,448,97,6,3.5670103092783507,14,22
1,2198,388,17,4.644329896907217,8,36
1,64,11,0,4.818181818181818,0,1
1,2008,488,50,3.0348360655737703,194,177
1,416,85,11,3.8117647058823527,1,16
1,274,53,5,4.113207547169812,0,7
1,539,101,5,4.257425742574258,1,15
1,1284,273,22,3.6666666666666665,0,45
1,113,22,3,4.090909090909091,0,4
1,515,93,9,4.365591397849462,8,14
1,1235,241,9,4.049792531120332,4,32
1,1492,328,10,3.4969512195121952,3,140
1,2498,458,20,4.366812227074236,16,54
1,9347,1694,72,4.406729634002361,38,281
1,253,49,5,4.122448979591836,0,9
1,539,101,5,4.257425742574258,1,15
1,751,208,11,2.576923076923077,0,122
1,7070,1282,82,4.429797191887675,43,170
1,1238,312,124,2.871794871794872,23,162
1,437,94,10,3.5638297872340425,4,17
1,76,17,3,3.4705882352941178,4,9
1,1069,206,13,4.067961165048544,16,28
1,185,35,6,4.257142857142857,0,9
1,166,35,5,3.657142857142857,0,8
1,219,45,4,3.8222222222222224,2,8
1,469,94,6,3.914893617021277,0,23
1,293,59,6,3.915254237288136,0,9
1,294,53,4,4.490566037735849,0,8
1,694,144,6,3.6805555555555554,22,15
1,946,175,14,4.354285714285714,6,27
1,326,67,8,3.805970149253731,2,12
1,1313,266,14,3.842105263157895,12,28
1,2542,488,31,4.061475409836065,94,101
1,774,207,11,2.6908212560386477,0,122
1,215,47,4,3.5106382978723403,7,8
1,308,63,6,3.8412698412698414,0,10
1,1592,320,26,3.83125,33,72
1,927,233,12,2.939914163090129,0,125
1,392,79,6,3.886075949367088,23,10
1,605,139,13,3.2805755395683454,28,58
1,638,144,8,3.3541666666666665,12,48
1,672,123,7,4.3983739837398375,0,15
1,412,88,4,3.625,26,15
1,1204,245,15,3.8081632653061215,2,43
1,4857,863,43,4.6048667439165705,25,143
1,1257,251,14,3.912350597609562,39,46
1,1486,328,11,3.4786585365853657,3,137
1,253,55,6,3.5636363636363635,4,12
1,1128,218,10,4.068807339449541,17,25
1,804,160,13,3.8125,17,26
1,974,203,17,3.660098522167488,95,48
1,650,157,16,3.0764331210191083,5,29
1,749,199,9,2.71356783919598,0,116
1,561,120,9,3.575,6,19
1,648,156,6,3.0961538461538463,12,47
1,337,74,7,3.4864864864864864,5,17
1,285,57,5,3.929824561403509,0,9
1,347,75,7,3.546666666666667,1,16
1,2669,519,28,4.105973025048169,32,87
1,931,235,12,2.923404255319149,0,127
1,539,101,5,4.257425742574258,1,15
1,750,201,11,2.681592039800995,0,118
1,77,18,3,3.2777777777777777,4,9
1,2552,458,18,4.541484716157205,32,76
1,4516,842,49,4.285035629453682,41,144
1,1051,231,18,3.4588744588744587,58,47
1,661,138,11,3.7028985507246377,40,40
1,464,79,3,4.6835443037974684,6,10
1,117,20,3,4.8,0,4
1,660,138,11,3.695652173913044,40,40
1,1849,371,28,3.876010781671159,30,66
1,665,138,11,3.731884057971015,40,40
1,351,73,9,3.7534246575342474,0,15
1,3066,624,35,3.834935897435898,4,99
1,96,22,5,3.363636363636364,7,10
1,1094,251,28,3.258964143426295,32,56
1,1954,496,58,2.870967741935484,230,189
1,170,31,4,4.419354838709677,0,5
1,907,179,0,3.9720670391061454,0,11
1,1610,348,17,3.5517241379310347,63,90
1,1156,238,15,3.76890756302521,12,34
1,741,205,10,2.580487804878049,0,117
1,553,100,12,4.37,8,19
1,1858,353,30,4.113314447592068,37,66
1,218,42,2,4.142857142857143,4,7
1,1849,400,25,3.5475,85,70
1,556,121,9,3.487603305785124,24,33
1,1279,226,13,4.553097345132743,2,24
1,250,51,7,3.843137254901961,4,11
1,539,101,5,4.257425742574258,1,15
1,278,56,6,3.9107142857142856,0,13
1,775,164,13,3.725609756097561,25,38
1,3130,574,24,4.367595818815331,16,58
1,964,175,14,4.457142857142857,6,27
1,302,66,5,3.484848484848485,25,16
1,693,147,15,3.6258503401360542,31,37
1,600,136,13,3.3529411764705883,3,43
1,977,203,17,3.674876847290641,95,48
1,5512,1104,48,3.910326086956522,141,211
1,491,82,4,4.804878048780488,3,11
1,347,75,7,3.546666666666667,1,16
1,324,59,5,4.423728813559322,0,8
1,611,116,13,4.146551724137931,7,23
1,2575,491,33,4.122199592668024,34,80
1,2043,396,20,4.027777777777778,16,76
1,1995,475,63,3.111578947368421,186,179
1,558,104,13,4.211538461538462,8,20
1,1486,328,11,3.4786585365853657,3,137
1,888,154,8,4.64935064935065,0,22
1,347,75,7,3.546666666666667,1,16
1,1268,277,13,3.545126353790614,43,49
1,749,207,10,2.5845410628019323,0,121
1,661,138,11,3.7028985507246377,40,40
1,378,66,6,4.681818181818182,1,11
1,403,78,9,4.076923076923077,5,15
1,862,178,23,3.7191011235955056,22,53
1,957,179,6,4.268156424581005,1,19
1,756,202,9,2.693069306930693,0,118
1,547,109,10,3.944954128440367,7,22
1,2880,538,23,4.353159851301116,130,124
1,578,137,11,3.2116788321167884,10,49
1,2312,531,30,3.312617702448211,45,169
1,763,209,9,2.602870813397129,1,126
1,551,124,9,3.338709677419355,24,36
1,375,79,9,3.670886075949367,0,18
1,1055,278,45,2.712230215827338,97,125
1,533,93,9,4.559139784946237,8,13
1,2022,409,32,3.8557457212713935,22,81
1,196,42,5,3.5476190476190474,1,10
1,649,128,7,4.0078125,3,13
1,468,79,3,4.734177215189874,6,11
1,1227,250,18,3.848,16,44
1,262,55,7,3.709090909090909,11,12
1,460,90,6,4.044444444444444,1,29
1,202,43,5,3.651162790697674,0,6
1,490,83,3,4.72289156626506,6,10
1,1237,255,25,3.6901960784313728,37,72
1,234,39,4,4.897435897435898,0,15
1,718,175,24,2.84,109,56
1,600,116,8,4.068965517241379,0,18
1,1575,316,10,3.958860759493671,2,31
1,238,46,7,4.108695652173913,0,12
1,1479,328,10,3.457317073170732,3,140
1,165,35,5,3.628571428571429,0,8
1,749,154,12,3.792207792207792,6,31
1,792,173,4,3.4739884393063583,7,28
1,480,98,7,3.744897959183673,1,23
1,671,142,10,3.584507042253521,22,35
1,1418,337,35,3.1186943620178043,124,115
1,975,203,17,3.665024630541872,95,48
1,1777,334,28,4.239520958083832,0,40
1,1440,282,30,3.9609929078014185,65,62
1,164,35,5,3.6,0,8
1,579,91,0,5.329670329670329,0,1
1,328,59,5,4.491525423728813,3,11
1,539,101,5,4.257425742574258,1,15
1,304,64,6,3.6875,0,12
1,456,83,6,4.397590361445783,23,14
1,663,138,11,3.717391304347826,40,40
1,539,101,5,4.257425742574258,1,15
1,1811,457,64,2.8840262582056893,213,166
1,215,39,3,4.487179487179487,0,7
1,950,175,14,4.377142857142857,6,27
1,235,42,3,4.571428571428571,0,5
1,1144,232,20,3.818965517241379,26,57
1,573,110,6,4.109090909090909,2,16
1,221,50,10,3.34,6,13
1,244,48,3,4.0625,0,8
1,188,36,4,4.166666666666667,0,5
1,347,75,7,3.546666666666667,1,16
1,205,45,5,3.511111111111111,2,8
1,400,82,9,3.804878048780488,0,16
1,268,53,10,4.0,1,13
1,817,164,17,3.9146341463414633,3,36
1,3404,612,33,4.462418300653595,34,75
1,185,28,3,5.535714285714286,0,7
1,788,167,14,3.562874251497006,19,44
1,2719,517,36,4.075435203094777,55,91
1,347,75,7,3.546666666666667,1,16
1,566,120,5,3.625,25,24
1,750,201,11,2.681592039800995,0,118
1,750,156,10,3.698717948717949,24,19
1,750,185,17,2.983783783783784,13,80
1,978,203,17,3.679802955665025,95,48
1,1985,324,11,4.953703703703703,12,51
1,842,200,17,3.11,43,75
1,593,114,7,4.184210526315789,14,19
1,1195,243,20,3.855967078189301,0,30
1,156,31,3,4.0,3,7
1,81,14,3,4.642857142857143,2,4
1,1399,259,11,4.305019305019305,6,17
1,3723,1011,122,2.6142433234421363,327,480
1,1364,305,25,3.4295081967213115,22,54
1,6216,1217,57,4.031224322103533,48,193
1,425,86,8,3.825581395348837,10,19
1,166,35,5,3.657142857142857,0,8
1,1569,325,22,3.683076923076923,69,64
1,462,78,2,4.730769230769231,6,10
1,4389,816,48,4.261029411764706,50,146
1,963,203,26,3.625615763546798,20,49
1,718,127,14,4.511811023622047,67,27
1,539,101,5,4.257425742574258,1,15
1,767,134,7,4.485074626865671,0,27
1,3760,675,35,4.49037037037037,43,115
1,285,46,5,5.065217391304348,0,6
1,1473,218,8,5.458715596330276,23,32
1,83,17,3,3.882352941176471,4,9
1,2584,464,31,4.4375,52,68
1,4408,822,39,4.2798053527980535,25,145
1,166,35,5,3.657142857142857,0,8
1,178,35,4,4.0285714285714285,0,7
1,1491,358,45,3.0810055865921786,130,126
1,140,25,0,4.48,3,4
1,357,85,11,3.1058823529411765,21,33
1,766,209,10,2.631578947368421,0,121
1,347,75,7,3.546666666666667,1,16
1,371,69,9,4.2898550724637685,0,18
1,168,35,5,3.7142857142857135,0,8
1,285,61,6,3.60655737704918,5,12
1,1104,224,25,3.892857142857143,14,49
1,294,50,4,4.82,0,6
1,93,23,2,3.0434782608695654,9,6
1,2448,524,30,3.658396946564885,11,67
1,238,41,5,4.7560975609756095,0,8
1,995,213,14,3.6056338028169015,14,61
1,200,39,4,4.0,10,9
1,5118,939,48,4.425985090521832,33,141
1,1686,353,36,3.7223796033994336,23,67
1,235,40,4,4.8,0,7
1,446,95,9,3.610526315789474,4,13
1,306,54,4,4.611111111111111,2,6
1,1316,265,18,3.860377358490566,14,46
1,681,124,6,4.411290322580645,0,18
1,446,95,9,3.610526315789474,4,13
1,909,231,10,2.8701298701298703,0,122
1,1489,221,134,5.642533936651584,25,156
1,540,90,9,4.822222222222222,8,13
1,641,135,5,3.303703703703704,0,17
1,1185,264,30,3.393939393939394,16,105
1,2634,504,19,4.136904761904762,10,61
1,1127,227,17,3.850220264317181,4,39
1,421,70,3,4.8,0,7
1,885,224,10,2.883928571428572,0,119
1,759,207,9,2.6183574879227054,1,124
1,2629,465,30,4.539784946236559,2,81
1,578,116,5,3.818965517241379,4,12
1,224,37,3,5.027027027027027,0,6
1,215,49,9,3.2857142857142856,3,12
1,753,201,9,2.6965174129353238,0,118
1,748,156,11,3.7371794871794872,15,29
1,863,156,13,4.307692307692308,13,20
1,1063,211,22,3.971563981042654,12,39
1,1134,220,17,4.009090909090909,15,28
1,344,61,5,4.590163934426229,1,10
1,591,128,10,3.5,5,33
1,897,228,10,2.8684210526315788,0,121
1,408,67,3,4.865671641791045,0,7
1,469,79,2,4.746835443037975,6,10
1,932,175,14,4.274285714285714,6,27
1,706,180,14,2.922222222222222,14,82
1,337,76,9,3.3552631578947367,4,21
1,245,48,5,4.020833333333333,0,11
1,477,93,8,4.053763440860215,0,18
1,695,123,8,4.536585365853658,0,19
1,458,81,2,4.469135802469136,6,10
1,18776,4113,289,3.4945295404814005,434,786
1,1990,409,21,3.845965770171149,7,40
1,975,203,17,3.665024630541872,95,48
1,441,70,3,5.085714285714285,0,7
1,208,41,2,3.975609756097561,0,8
1,589,114,7,4.149122807017544,14,19
1,121,24,2,4.0,0,5
1,527,96,12,4.322916666666667,8,19
1,802,158,13,3.9873417721518982,23,35
1,1781,315,17,4.561904761904762,17,34
1,255,52,5,3.8461538461538463,0,7
1,360,60,1,4.9,1,2
1,976,203,17,3.669950738916256,95,48
1,4571,927,41,3.8478964401294498,127,187
1,1957,373,16,4.222520107238606,7,41
1,955,189,10,4.031746031746032,0,34
1,2447,524,30,3.658396946564885,11,67
1,1132,231,25,3.865800865800866,23,50
1,488,86,4,4.5,3,11
1,480,111,5,3.2522522522522523,22,49
1,1362,245,12,4.477551020408163,8,22
1,757,147,14,4.061224489795919,16,31
1,353,73,9,3.7534246575342474,0,28
1,1082,231,21,3.5974025974025974,56,54
1,935,179,16,4.122905027932961,0,47
1,958,192,11,3.9583333333333335,10,24
1,307,51,1,4.901960784313726,0,2
1,2186,423,66,3.9881796690307327,169,124
1,9838,2050,110,3.709756097560976,92,334
1,749,153,12,3.823529411764706,6,31
1,600,125,13,3.72,23,29
1,2937,552,24,4.320652173913044,140,128
1,3606,632,28,4.699367088607595,29,85
1,472,80,2,4.7125,6,10
1,1149,229,20,3.908296943231441,12,45
1,708,125,8,4.552,0,20
1,764,206,9,2.6601941747572817,0,122
1,975,203,17,3.665024630541872,95,48
1,1488,370,21,2.945945945945946,15,129
1,1124,287,28,2.846689895470383,0,148
1,701,127,9,4.464566929133858,0,20
1,267,59,8,3.4745762711864407,13,16
1,349,73,7,3.73972602739726,0,12
1,414,75,8,4.466666666666667,10,13
1,2860,549,25,4.1329690346083785,44,60
1,754,154,4,3.7857142857142856,3,18
1,347,75,7,3.546666666666667,1,16
1,1034,213,16,3.582159624413145,72,56
1,914,211,15,3.2748815165876777,31,55
1,473,84,2,4.4523809523809526,6,11
1,5949,1143,73,4.132108486439195,52,257
1,560,128,12,3.3671875,12,49
1,3590,589,40,4.886247877758914,62,86
1,760,160,13,3.69375,36,44
1,706,124,5,4.5,3,25
1,270,48,5,4.5625,0,9
1,212,47,4,3.4680851063829787,6,8
1,1600,382,42,3.102094240837696,126,134
1,766,209,10,2.631578947368421,0,121
1,1707,335,20,3.994029850746269,40,73
1,974,203,17,3.660098522167488,95,48
1,539,101,5,4.257425742574258,1,15
1,315,69,8,3.5072463768115942,0,14
1,1447,347,39,3.0835734870317,135,120
1,757,144,9,4.194444444444445,16,19
1,468,81,2,4.592592592592593,6,10
1,483,97,13,3.9072164948453607,10,23
1,771,161,20,3.7080745341614905,2,45
1,473,83,4,4.518072289156627,3,11
1,224,55,8,3.0545454545454547,6,19
1,4617,857,49,4.310385064177363,43,144
1,1622,399,43,2.982456140350877,171,140
1,3043,585,45,4.099145299145299,121,123
1,1016,205,16,3.873170731707317,21,38
1,3231,661,45,3.822995461422088,44,141
1,28432,6129,437,3.558492413117964,546,1127
1,477,76,2,5.078947368421052,6,10
1,288,55,6,4.163636363636364,0,10
1,1542,302,20,3.95364238410596,43,64
1,931,235,12,2.923404255319149,0,127
1,698,165,23,3.1515151515151514,36,78
1,573,135,11,3.237037037037037,16,51
1,1488,361,43,3.03601108033241,144,139
1,2010,376,18,4.332446808510638,36,57
1,412,78,9,4.1923076923076925,5,15
1,914,230,10,2.908695652173913,0,121
1,166,35,5,3.657142857142857,0,8
1,446,95,9,3.610526315789474,4,13
1,2104,353,13,4.852691218130311,21,41
1,1121,233,9,3.742489270386266,4,33
1,976,203,17,3.669950738916256,95,48
1,224,49,9,3.5306122448979598,0,12
1,1662,381,40,3.272965879265092,124,134
1,4424,830,39,4.248192771084337,29,151
1,1054,210,16,3.9380952380952383,30,35
1,615,117,13,4.136752136752137,9,24
1,590,90,0,5.522222222222222,0,1
1,2905,622,41,3.594855305466238,29,123
1,6476,1216,50,4.177631578947368,56,124
1,909,233,10,2.836909871244635,0,124
1,290,64,3,3.484375,20,12
1,3789,684,36,4.4605263157894735,38,120
1,2977,595,26,3.996638655462185,71,88
1,1568,335,33,3.582089552238806,31,84
1,1798,428,52,3.121495327102804,128,149
1,589,107,6,4.457943925233645,0,12
1,617,139,18,3.338129496402878,37,46
1,18,4,2,3.25,0,3
1,349,73,7,3.73972602739726,0,12
1,750,146,11,4.041095890410959,5,18
1,498,97,4,4.061855670103093,11,17
1,450,80,2,4.4375,6,10
1,1916,478,57,2.928870292887029,191,177
1,308,62,6,3.903225806451613,0,10
1,475,82,4,4.609756097560975,3,11
1,2270,484,40,3.580578512396694,27,133
1,293,54,5,4.37037037037037,0,7
1,1463,329,24,3.310030395136778,49,97
1,280,58,6,3.793103448275862,7,17
1,201,43,3,3.627906976744186,2,8
1,524,93,9,4.462365591397849,8,13
1,924,234,10,2.8846153846153846,0,119
1,261,57,6,3.508771929824561,8,14
1,529,97,4,4.43298969072165,4,13
1,1854,464,56,2.915948275862069,181,174
1,682,148,18,3.5405405405405403,24,31
1,1738,411,45,3.170316301703163,47,160
1,1212,274,15,3.346715328467153,21,96
1,138,25,3,4.28,4,4
1,934,240,10,2.8291666666666666,0,125
1,898,175,10,3.988571428571429,16,21
1,949,182,26,4.032967032967033,38,76
1,469,86,4,4.27906976744186,3,11
1,350,83,3,3.1927710843373496,37,15
1,471,102,7,3.5294117647058822,2,21
1,668,114,5,4.701754385964913,0,10
1,882,179,21,3.849162011173184,5,28
1,596,123,7,3.7804878048780486,4,15
1,216,47,4,3.5531914893617023,8,11
1,2270,449,34,3.9844097995545655,7,66
1,446,95,9,3.610526315789474,4,13
1,789,162,14,3.753086419753086,11,39
1,2550,486,27,4.2139917695473255,15,73
1,476,82,2,4.621951219512195,6,10
1,1468,284,19,4.066901408450704,3,41
1,143,30,4,3.7,0,6
1,755,131,7,4.687022900763359,6,17
1,284,51,3,4.509803921568627,0,8
1,240,40,5,4.875,0,8
1,905,231,10,2.8528138528138527,0,122
1,344,61,5,4.590163934426229,1,10
1,751,203,9,2.6502463054187197,1,120
1,1752,336,20,4.005952380952381,6,31
1,619,142,17,3.309859154929577,10,34
1,708,120,5,4.858333333333333,4,29
1,442,88,7,3.897727272727273,0,23
1,1643,414,50,2.8864734299516908,183,150
1,446,95,9,3.610526315789474,4,13
1,1040,213,20,3.816901408450704,19,56
1,918,171,8,4.216374269005848,0,36
1,393,64,4,5.015625,0,10
1,961,181,16,4.209944751381215,0,48
1,464,80,2,4.6125,6,10
1,539,101,5,4.257425742574258,1,15
1,813,175,19,3.5542857142857143,9,41
1,2627,520,27,3.978846153846154,62,64
1,644,123,14,4.113821138211383,7,24
1,2042,490,50,3.0877551020408163,223,176
1,308,64,7,3.71875,8,20
1,974,203,17,3.660098522167488,95,48
1,46,6,0,6.666666666666667,8,1
1,1749,398,40,3.306532663316583,120,138
1,1310,249,17,4.136546184738956,8,45
1,202,40,7,3.975,0,8
1,347,75,7,3.546666666666667,1,16
1,113,24,3,3.625,0,5
1,1486,328,11,3.4786585365853657,3,137
1,979,203,17,3.684729064039409,95,48
1,446,95,9,3.610526315789474,4,13
1,1449,256,13,4.61328125,14,25
1,151,29,1,4.172413793103448,12,6
1,496,122,17,3.0081967213114758,34,57
1,13591,2351,108,4.676307954062101,133,273
1,547,123,9,3.341463414634146,24,36
1,259,48,5,4.333333333333333,0,9
1,930,236,10,2.8771186440677967,0,121
1,1189,241,27,3.892116182572614,8,39
1,912,176,8,4.102272727272728,9,18
1,347,75,7,3.546666666666667,1,16
1,481,82,2,4.682926829268292,6,10
1,825,168,7,3.809523809523809,20,26
1,348,72,7,3.7777777777777777,1,13
1,347,75,7,3.546666666666667,1,16
1,321,68,7,3.6176470588235294,0,25
1,589,114,7,4.149122807017544,14,19
1,896,230,10,2.8304347826086955,0,123
1,353,69,7,4.057971014492754,0,10
1,1909,363,18,4.214876033057851,9,49
1,975,203,17,3.665024630541872,95,48
1,470,96,9,3.78125,12,22
1,6185,1211,57,4.030553261767135,53,194
1,166,35,5,3.657142857142857,0,8
1,355,88,10,2.977272727272727,38,38
1,687,134,9,4.044776119402985,7,14
1,3601,630,28,4.70952380952381,29,81
1,6372,1189,65,4.257359125315391,59,155
1,233,50,7,3.62,9,17
1,265,50,5,4.24,0,8
1,1976,408,33,3.843137254901961,166,110
1,1030,194,19,4.206185567010309,10,46
1,466,80,2,4.6375,6,10
1,927,233,12,2.939914163090129,0,125
1,5671,1043,57,4.356663470757431,54,177
1,786,142,6,4.450704225352113,0,12
1,497,84,3,4.738095238095238,6,11
1,662,138,11,3.710144927536232,40,40
1,761,205,9,2.6634146341463416,0,122
1,581,135,11,3.2962962962962963,15,51
1,754,203,11,2.665024630541872,0,120
1,518,91,9,4.516483516483516,8,13
1,1083,195,13,4.471794871794872,7,32
1,13336,2268,113,4.863756613756614,148,326
1,617,119,4,4.184873949579832,19,15
1,2649,484,31,4.336776859504132,33,75
1,165,35,5,3.628571428571429,0,8
1,528,127,11,3.078740157480315,12,41
