Feature,Coefficient
commun,-0.17349920300648133
commun cc,-0.08187220809080903
commun enron,-0.16354498839952522
commun pm,-0.048617210483910246
commun sent,0.19805401329817138
commun subject,-0.061161917308855465
commun vinc,-0.05315708805391246
comp,0.08519422454596727
compani,0.6355400139522455
compani imag,0.4292942165215846
compani name,0.1133634506056278
compani would,-0.1062420855925319
compar,-0.009448300259323654
comparison,-0.09604650351979915
compens,0.02631514212290603
compet,0.18300268303760817
competit,-0.16315147899078342
competit price,0.17143781074381356
competitor,0.08729548618374819
compil,0.012159536077012754
complet,0.008576589404070925
complex,0.04900181732173982
complianc,0.0012950405921591046
complic,-0.08961109717739386
compon,-0.17936068070597116
comprehens,0.28258113151331316
comput,0.34998787396459335
comput financ,-0.06756356624555743
con,0.32158089904614373
concentr,-0.04523530372150645
concept,-0.11269184977390805
concern,-0.22847005919559432
conclud,0.14503914446738406
conclus,-0.0029702624573446582
conclus inform,-0.13604715578564278
condit,-0.08107178738644301
conduct,-0.046198096141026414
confer,-0.6711086546640667
confer call,-0.14344902690955386
confer particip,0.04358923891320548
confer room,-0.14429038838258543
confer vinc,-0.06432484195222042
confid,0.23956930459004777
confidenti,0.039090670459623604
confidenti inform,-0.08970545804143785
confidenti may,-0.09808359305277672
confidentiai,0.32192621584616005
configur,-0.009722283665012365
confirm,-0.44792168758169165
confirm meet,-0.050584662237087484
confirm order,-0.2614586208704178
conflict,0.03847418734587065
confus,0.15037393673666757
congest,-0.08824496418762677
congratul,-0.8480804115478735
congress,0.01994270336279815
connect,-0.10225546421844996
conoco,-0.08511435722796644
consent,0.0739085132754325
consequ,-0.05985860429727364
conserv,0.10691655993866495
consid,0.12839301554032845
consider,-0.34912039043683774
consist,0.06188109659767601
consolid,0.18193110997856082
constant,0.061113821260948956
constitut,0.15980288626124972
constraint,-0.06766452626248613
constru,0.2955188861732857
construct,0.07499432476783109
consult,0.08426014982565114
consum,-0.10164249975716909
consumpt,-0.09865096237959942
contact,0.24957780837903967
contact detail,-0.037408504809007335
contact info,-0.4484517559717488
contact inform,-0.010622991928551455
contact question,-0.12413957018269896
contact regard,-0.07668158175711995
contact us,0.5008019157552804
contain,-0.46834954788941063
contain inform,-0.018203132186263717
contain messag,-0.10894813685273352
content,0.15754860685672514
content transfer,0.12485921635857841
content type,0.015556515792624357
context,-0.21497965483947398
continent,-0.2826293796133653
conting,-0.12622550366351576
continu,-0.27240732192869116
continu work,-0.12735772764359948
contract,-0.2593703711158428
contractor,0.22663870716125498
contractu,0.16195546741459388
contribut,-0.2485608390271454
control,0.2676131451295148
controversi,0.0073032594246202785
conveni,-0.033172254526504796
convent,0.004046680935201434
convers,-0.1864328318613592
convert,0.0374574189675495
convey,-0.0987817994564239
convinc,0.16009117805752907
cool,0.2508567383383055
cooper,0.11705766565937466
coordin,-0.4908575072194757
coordin enron,-0.038739006371497006
copi,-0.3763705035357651
copi messag,-0.1176171474988376
copi resum,-0.05381591423015807
copier,-0.17272844143300964
copper,-0.09558602096244735
copyright,0.08294056970507681
cordial,-0.01247387052380743
core,-0.15217234558026468
corei,0.13747820398319735
corel,0.22147594394967043
corner,0.10403124312914894
corp,-0.7750059942525387
corp enron,-0.3047983640301426
corp research,-0.03024502873508771
corp smith,-0.031220806820718962
corpor,-0.4816476336192008
corpor financ,-0.11336377043113931
corpor relat,-0.017483366276195768
correct,-0.03444643195256313
correctli,-0.07655041128915843
correl,-0.3896349682490496
correspond,0.1928985842821829
cost,-0.14382457454037226
cost center,-0.10041451378891597
cost effect,0.31549996915992284
could,0.10818327270499578
could caus,0.22439920329374916
could get,-0.08712491484867013
could help,0.050921812289956646
could make,-0.03856819587501881
could pleas,-0.17283713256293695
could send,-0.04052957949845934
could use,-0.08455732758114806
count,0.06936946375328508
counter,0.11883110288705334
counterparti,-0.1546993279310964
countri,0.5793773556905031
coupl,-0.0847998749904911
coupl day,-0.1240803340931982
coupl week,-0.06340744385704493
coupon,-0.0240837186395538
coupon code,0.1453609307981798
coupon expir,0.1807833186681954
cours,-0.17968286464872923
court,-0.08840995418905259
cover,-0.21672647894615854
cover letter,-0.03832304974582907
coverag,-0.18012578727536677
cplex,-0.20566241802316726
craig,0.004466569919521643
creat,0.5416420264311191
creat date,-0.15364190427556976
creation,0.014988624071693294
creativ,0.4093794210718193
creativ custom,0.13599050280834515
creativ design,0.18578674910868326
creativ suit,0.1417047166470274
credit,0.30114499102451353
credit card,0.26035256405649787
credit deriv,-0.0743689932250971
credit model,-0.1425138501823683
credit reserv,-0.10301137854929837
credit risk,-0.06179370310211327
credit trade,-0.004385163292313659
creditor,-0.009025959027828734
crenshaw,-0.2926228511037962
crenshaw administr,-0.06109321965052837
crenshaw enron,-0.06916667332881243
crenshaw hou,-0.1477051677296709
crenshaw pm,-0.013549929473505137
crenshaw shirley,-0.04730976272966672
crisi,-0.12127560131968872
criteria,-0.06936060244680954
critic,-0.02823651953502802
critic success,-0.08366440310115669
crore,-0.10566728695377478
cross,0.0616138585898033
crude,-0.2694225330021422
crude oil,-0.05238164779378289
cruis,0.25452361105264776
cs,0.08727572306201896
cs adob,0.17721422433645898
cs macromedia,0.07260814991643033
cst,-0.22928973945926295
ct,0.08403233087366802
cultur,-0.09735884028067963
cum,0.3960183937864296
cumul,-0.10210922074428941
cunningham,-0.09715741402348693
cunningham na,-0.03444380407942611
curran,-0.024669459795589054
currenc,-0.15339051652423674
current,0.18368259925706618
current price,0.29753701038833946
current work,-0.04851011784651294
curv,-0.5667685159622862
custom,0.7466659456630514
custom design,0.23341509896726162
custom info,-0.477454420586641
custom review,0.1807833186681954
custom servic,-0.500388355660756
cut,0.002322299699121352
cut edg,0.1957675802686548
cv,-0.12305194781745547
cypru,0.010188409472671996
dabhol,-0.1914192404698657
dabhol power,-0.09352275378962988
daffin,-0.11377381359171404
daffin hou,-0.04517546445636572
daili,-0.09080462529435045
dale,-0.2095997138862544
dale nesbitt,-0.07169490971283689
dale surbey,-0.0500019924462572
dalla,-0.014227622710211451
damag,-0.0546130338472252
dan,-0.043222348310404196
danger,0.08741574476202825
daniel,-0.10015139488677657
darden,-0.017309000075923554
darrel,-0.06898895153009817
darrel duffi,-0.05687884208826158
dash,-0.01614559598131649
data,-0.43100608614854036
data set,-0.16044433093518715
databas,0.14066794880673533
date,-0.580205702591789
date coupon,0.1807833186681954
date jun,-0.062212809210929226
date pm,-0.10959041803787217
date time,-0.1351073624985141
date tue,0.018068340895171224
datren,-0.01940649830341217
dave,-0.181827292262857
davi,-0.3720508622604775
david,-0.32100709386253967
david port,-0.053888505725079916
dawn,-0.1304726613494327
day,-0.21144908925394565
day day,-0.019997044124140738
day shirley,-0.17011150752317836
day vinc,-0.060506992399488264
db,0.32615704787001926
dc,-0.09349437702292954
de,0.9177412077595395
de la,-0.06085291963456343
deadlin,-0.19978751517102034
deal,-0.0790281135105836
dealer,-0.24019747634195887
dean,-0.10735609873725087
dear,-0.05665619303556772
dear dr,-0.15866973418736607
dear mr,-0.41956778486233504
dear sir,0.35038528934705204
dear vinc,-0.28061172590471495
death,0.7449548162490962
debbi,-0.10340377735595943
debt,0.2025459210559335
dec,-0.23601004235732315
decemb,-0.386247676032668
decemb th,-0.05534870862583199
decid,0.006211378117361366
decis,-0.23370622177506267
decis make,0.19987586135780053
declin,0.05811136301533774
dedic,0.03810985170271041
deep,-0.08963785793751454
default,-0.24954593325605587
default rate,-0.07118397311700263
defin,0.2412942879191166
definit,0.1631286936066058
degre,0.1437682071225199
delainey,-0.10388329861786168
delay,-0.5072822431447848
deleg,0.07784501555470469
delet,0.5363546193255257
delhi,0.06989825102259001
delight,-0.04315225590344634
deliv,0.5268361021839353
deliv messag,0.09834205132503493
deliveri,0.7743221868981233
delta,-0.11679719255256496
demand,-0.25019125150741034
demo,-0.10094932624795527
demonstr,0.021480457670765094
deng,-0.12388863354937565
deni,0.09184083012876125
denni,-0.04728808226616387
depart,-0.6031042686148097
depart baylor,-0.10247725728774669
depart econom,-0.07338815808895728
depart financ,-0.15322477932290307
departur,-0.13181384755690878
depend,-0.3347416937582055
deploy,-0.3975802969166735
deposit,0.2599511650155412
dept,-0.10629973343198364
dept industri,-0.03016684066349646
depth,0.022998572954142215
