imdbID,Title,Year,Type,Genre,Director,Writer,Actors,Plot,Language,Country,Runtime,Rated,Awards,imdbRating,imdbVotes,Poster
tt0101590,Class Action,1991,movie,"Drama, Thriller",Michael Apted,"Carolyn Shelby, Christopher Ames, Samantha Shad","Gene Hackman, Mary Elizabeth Mastrantonio, Colin Friels","Jed Ward is an attorney who specializes in whistle blower, David vs. Goliath, type cases. He finds a client who is suing an auto company over a safety problem that has had a severe effect on his life after the accident. He must replace the current attorney and be ready for trial quickly, and then he finds that the defense attorney will be his estranged daughter.",English,United States,110 min,R,1 nomination total,6.4,"8,699",https://m.media-amazon.com/images/M/MV5BNDA3YzcwY2YtMGFmOC00OWEzLTgyOTAtZDNlNTdiODQ1MjgxXkEyXkFqcGc@._V1_SX300.jpg
tt11015214,Class Action Park,2020,movie,"Documentary, Crime","Seth Porges, Chris Charles Scott III","Chris Charles Scott III, Seth Porges","John Hodgman, Faith Anderson, Alison Becker",A documentary that focuses on a dangerously legendary water park and its slew of injuries and crimes along with child safety concerns.,English,United States,90 min,Not Rated,3 wins & 2 nominations total,7.0,"8,684",https://m.media-amazon.com/images/M/MV5BYWI1MDBlOGEtZmQ3MS00OTBlLTk0MzItNGFkNGYwOGI0MzVhXkEyXkFqcGc@._V1_SX300.jpg
tt0094792,Braddock: Missing in Action III,1988,movie,"Action, War",Aaron Norris,"Arthur Silver, Larry Levinson, Steve Bing","Chuck Norris, Aki Aleong, Roland Harrah III","Colonel James Braddock has a Vietnamese wife who was supposed to leave Vietnam with him when they evacuate. But she loses her papers and wasn't allowed in the embassy. Braddock went looking for her and her friend took the bracelet Braddock gave his wife and was in an explosion. When Braddock finds the body with bracelet, he assumes it's his wife so he leaves Vietnam. 12 years later a Reverend in Vietnam who was visiting the States approaches Braddock telling him that his wife is alive and that he has a son. Braddock doesn't believe him at first but when a man at the CIA asks him to meet with him, Braddock realizes it's true. So he tries to get them out. So he contacts a friend in Thailand to get what he needs. As they are about to leave, the CIA tries to stop him but Braddock gets away, gets his equipment and heads to Vietnam. When he arrives he goes to the orphanage for Amerasian children, where the Reverend works. He takes him to them and is surprised to see them and his son resents him cause he thinks he abandoned them. They try to leave but a Vietnamese Colonel takes them, he kills his wife and subjects Braddock to torture. Braddock escapes with his son, whom he says to go to the orphanage. The Colonel goes there and takes the Reverend and the children to a prison. Braddock then tries to rescue them.",English,"United States, Philippines",103 min,R,1 nomination total,4.9,"7,732",https://m.media-amazon.com/images/M/MV5BNTM5NmZiYmQtNzBiOS00NmNlLWExOWMtMTE4OGJhYmU3YjVjXkEyXkFqcGc@._V1_SX300.jpg
tt1396208,Action Replayy,2010,movie,"Comedy, Romance, Sci-Fi",Vipul Amrutlal Shah,"Irshad Kamil, Aatish Kapadia, Suresh Nair","Akshay Kumar, Aishwarya Rai Bachchan, Aditya Roy Kapoor","After witnessing nothing but acrimony between his bickering Mumbai-based parents, Kishen and Mala Chopra, Bunty refuses to marry his girlfriend, Tanya Gonsalves. He is then introduced to her eccentric grandfather, Professor Anthony Gonsalves, and finds that the latter has invented a time-travel machine. Bunty travels back in time--specifically Holi 1975--when Mumbai was called Bombay and gets to meet his parents when they were younger--he's shocked to find his father a buck-toothed wimp and his mother a goon-like tomboy. Amidst the terror of Raman Raghav, the impending Emergency of former Prime Minister Indira Gandhi, banning of multinationals--including Coca Cola--and the charisma of superstar Rajesh Khanna--he sets about to try to set things right between not only his bickering parents but also his feuding grandparents. He will soon find out that his mother has another admirer--who will leave no stone unturned to marry her.",Hindi,India,129 min,TV-PG,3 nominations total,4.3,"7,328",https://m.media-amazon.com/images/M/MV5BMTMyMDc1MDIwMl5BMl5BanBnXkFtZTcwNDUyMDgwNA@@._V1_SX300.jpg
tt0106215,Mutant Action,1993,movie,"Comedy, Fantasy, Sci-Fi",Álex de la Iglesia,"Jorge Guerricaechevarría, Álex de la Iglesia","Antonio Resines, Álex Angulo, Frédérique Feder","In a future world ruled by good-looking people, a terrorist group of mutants led by Ramon Yarritu kidnap the daughter of Orujo, a rich businessman, to claim for the rights of the ugly people. Escaping from the police in their spaceship, Ramon try to kill his gang in order to get all the ransom. The trip ends abruptly when they crash in Axturiax, the planet of the crazy miners where no woman lives.",Spanish,"Spain, France",93 min,N/A,3 wins & 5 nominations total,6.4,"6,079",https://m.media-amazon.com/images/M/MV5BYjI3ODQxOWQtZWI4Ni00NTA5LTg3YmUtOTAyNjhhMmI4NjhkXkEyXkFqcGc@._V1_SX300.jpg
tt0035608,Action in the North Atlantic,1943,movie,"Drama, War","Lloyd Bacon, Byron Haskin, Raoul Walsh","John Howard Lawson, Guy Gilpatric, A.I. Bezzerides","Humphrey Bogart, Raymond Massey, Alan Hale","Lieutenant Joe Rossi is 1st Officer on a Liberty Ship in a great convoy bound from Halifax to Murmansk. After German subs crushed the convoy, his ship loses the convoy and is heading alone to Murmansk. In spite of attacks by German planes and subs, he get the ship to Murmansk.","English, German, Russian, Norwegian, French, Spanish, Dutch",United States,126 min,Approved,Nominated for 1 Oscar. 1 win & 1 nomination total,7.0,"4,833",https://m.media-amazon.com/images/M/MV5BYWZkNTI2NmUtNTRlYS00YTE3LWI0Y2ItNzcwZDc3MDExYWUzXkEyXkFqcGc@._V1_SX300.jpg
tt5320514,Action Hero Biju,2016,movie,"Action, Comedy, Thriller",Abrid Shine,"Muhammed Shafeekh, Abrid Shine","Nivin Pauly, Anu Emmanuel, Devi Ajith","The story of Action Hero Biju revolves around certain interesting episodes in the life of a young police officer, his personal and professional life. Nivin Pauly plays the titular role, Sub Inspector Biju Paulose, an officer in a Janamaithri Police Station. The situations take the story forward. Action Hero Biju is a realistic portrayal of a cops life, in contrast to the macho appearance seen usually in action movies.",Malayalam,India,144 min,N/A,8 wins & 2 nominations total,7.6,"4,632",https://m.media-amazon.com/images/M/MV5BZTc5MzRiMDItN2M4OC00NzE5LTg0ZWYtYjdjN2FkYmQ5MDI0XkEyXkFqcGc@._V1_SX300.jpg
tt0403935,Action Jackson,2014,movie,Action,Prabhu Deva,"A.C. Mughil, Shiraz Ahmed, Prabhu Deva","Prabhas, Ajay Devgn, Yami Gautam","Vishi is a local goon who basically likes beating up people to get his work done but is nonetheless a kind-hearted person. On the other hand Khushi is an extremely clumsy girl who keeps losing her chances with destiny and gets suddenly lucky after she accidentally meets Vishi. Amidst the building chemistry between Khushi and Vishi, local cops and an international don named Xavier are on the look-out for AJ aka Jai who is a look alike of Vishi and is in the same city. The story takes a major turn of events when both AJ and Vishi come face to face.",Hindi,"India, Austria",144 min,Not Rated,2 wins & 3 nominations total,3.4,"4,484",https://m.media-amazon.com/images/M/MV5BYzI4MTNjYjItNTNkMy00YjY2LThlNzctOGViZjc4NDgwZWY0XkEyXkFqcGc@._V1_SX300.jpg
tt12703292,A Man of Action,2022,movie,"Biography, Crime, Drama",Javier Ruiz Caldera,Patxi Amezcua,"Juan José Ballesta, Luis Callejo, Liah O'Prey","Which we follow in Lucio's footsteps as part of the European anarchist movement, from his humble beginnings as a bricklayer turned bank robber, to taking the lead in one of the most important economic shenanigans of the last century. But Lucio will have to choose between the anarchist cause and protecting his own.","Spanish, English",Spain,111 min,TV-MA,N/A,6.4,"3,669",https://m.media-amazon.com/images/M/MV5BZDNmYjczZTUtYzRhNi00NzYzLTg3MjctMmFhN2ZlMDBiMGIzXkEyXkFqcGc@._V1_SX300.jpg
tt8707436,Uncharted: Live Action Fan Film,2018,movie,"Short, Action, Adventure, Family, Fantasy",Allan Ungar,"Allan Ungar, Jesse Wheeler","Nathan Fillion, Stephen Lang, Geno Segers, Mircea Monroe",Treasure hunter Nathan Drake finds himself captured while searching for the lost treasure of the Flor de la Mar.,English,USA,15 min,Not Rated,N/A,8.5,"3,506",https://m.media-amazon.com/images/M/MV5BYjQyYzBjMTktMzZiNi00NjMyLTgyMDUtMjJhNzgwNjc1N2Q1XkEyXkFqcGdeQXVyNDQ1ODU5NTU@._V1_SX300.jpg
tt0070046,Executive Action,1973,movie,"Crime, Drama, History",David Miller,"Dalton Trumbo, Donald Freed, Mark Lane","Burt Lancaster, Robert Ryan, Will Geer","A dramatization about how the high level covert conspirators in the JFK assassination might have planned and plotted the assassination based on the data and facts of the case. It posits that a covert group of rogue intelligence agents, ultra-conservative politicians, unscrupulously greedy business interests, and free-lance assassins become increasingly alarmed at President Kennedy's policies, including his views on race relations, winding down the Vietnam War, and ending the oil depletion allowance. They decide to terminate him through an ""executive action"" utilizing three teams of well-trained snipers during JFK's visit to Dallas and place the blame on supposed CIA operative Lee Harvey Oswald as the lone assassin.",English,United States,91 min,PG,N/A,6.7,"3,378",https://m.media-amazon.com/images/M/MV5BZDE0OGRmZGYtNGIyMi00Zjk2LWJlZWYtOTBkODVlNjRkMTMzXkEyXkFqcGc@._V1_SX300.jpg
tt34269065,"Jerry Springer: Fights, Camera, Action",2025,series,Documentary,N/A,N/A,"Robert Feder, Tobias Yoshimura, Richard Dominick","Jaw-dropping documentary goes behind the scenes of America's most controversial talk show to expose its biggest scandals, both on- and off-camera.",English,United States,N/A,TV-MA,N/A,6.4,"3,225",https://m.media-amazon.com/images/M/MV5BNWIyMmJjODYtZWMxYS00MTUyLWE5MTUtMWY1MjVkM2ZmNzQzXkEyXkFqcGc@._V1_SX300.jpg
tt5805470,Gintama Live Action the Movie,2017,movie,"Action, Adventure, Comedy",Yûichi Fukuda,"Hideaki Sorachi, Yûichi Fukuda","Takayuki Yamada, Shun Oguri, Masami Nagasawa","In an era where aliens have invaded and conquered feudal Tokyo, a young samurai seeks work as he can.",Japanese,Japan,131 min,N/A,1 win & 1 nomination total,6.1,"2,912",https://m.media-amazon.com/images/M/MV5BY2EzYzdjY2MtZGIyNS00NTIzLTgzY2QtYjM5NDNkMDQ0MDAyXkEyXkFqcGc@._V1_SX300.jpg
tt5419200,Justice League Action,2016–2018,series,"Animation, Action, Adventure",N/A,N/A,"Kevin Conroy, Jason J. Lewis, Rachel Kimsey","Batman, Superman and Wonder Woman will lead the DC Super Heroes against their most infamous foes.",English,United States,32S min,TV-Y7,7 nominations total,7.5,"2,868",https://m.media-amazon.com/images/M/MV5BNjFkZTQ0ZmItODZjZS00N2Q5LWI0MWUtZTliMzdkNmVkMmM0XkEyXkFqcGc@._V1_SX300.jpg
tt30850798,RAM: Rapid Action Mission,2024,movie,Drama,Mihiraam Vynateyaa,Mihiraam Vynateyaa,"Surya Ayyalasomyajula, Dhanya Balakrishna, Mahaboob Basha",A young rebel who hates the Defense Forces because he lost his father to the war.,Telugu,India,152 min,N/A,N/A,5.2,"2,084",https://m.media-amazon.com/images/M/MV5BNDIyZjQ3NDItYmZiYS00MGI1LWI2YTYtZjY3MDIwODhhNGE3XkEyXkFqcGc@._V1_SX300.jpg
tt29278671,Guns Trance Action,2023,movie,"Action, Crime, Drama",Deepak Sidhanth,N/A,"Chaithanya Pasupuleti, Heena Rai, Sudharshan",Four sociopaths get into a brutal face off with a college student Rishi. Their characters are designed as per GTA game.,Telugu,India,122 min,N/A,N/A,8.9,"2,083",https://m.media-amazon.com/images/M/MV5BNGQwMmI0OTAtM2Y2Ni00YzAwLWE2MjUtZDdiMjI3YjRkMzA1XkEyXkFqcGdeQXVyMTUwNzQzNzUz._V1_SX300.jpg
tt7117870,Love Action Drama,2019,movie,"Comedy, Romance",Dhyan Sreenivasan,Dhyan Sreenivasan,"Nivin Pauly, Nayanthara, Aju Varghese",A man goes through all kinds of action to impress the girl he is in love with a hope to marry her.,Malayalam,India,146 min,N/A,1 win total,5.2,"1,897",https://m.media-amazon.com/images/M/MV5BYTY3YWI3OGQtMDZlNC00MTJiLWE5OGMtNGRkNjAyN2U5ODVmXkEyXkFqcGc@._V1_SX300.jpg
tt0368688,Direct Action,2004,movie,"Action, Crime, Thriller",Sidney J. Furie,"Greg Mellott, Sidney J. Furie","Dolph Lundgren, Polly Shannon, Donald Burda","Frank Gannon, a veteran cop, is being hunted by his fellow police officers after they learned he has betrayed the brotherhood and exposed to the feds wide scale corruption of the LAPD. He has one day left to prove his case and survive.",English,"United States, Canada",97 min,R,N/A,5.0,"1,795",https://m.media-amazon.com/images/M/MV5BOWFjYzJlMTUtNGU1OC00NzlmLTllODYtODI2MjhkOTIxZjJhXkEyXkFqcGc@._V1_SX300.jpg
tt26673530,The Action Pack,2023,movie,"Action, Comedy, Crime",Vali Dobrogeanu,Vali Dobrogeanu,"Matei Dima, Vlad Brumaru, Antonia Iacobescu","A traffic officer who likes playing detective starts investigating a case, uncovering dangers beyond what he thought was a simple bookie robbery.",Romanian,Romania,99 min,N/A,N/A,4.9,"1,729",https://m.media-amazon.com/images/M/MV5BNWE5MTE0MTItYTkwZi00ZjhiLWIxYTMtOWUwNmE5MjJmMDhmXkEyXkFqcGc@._V1_SX300.jpg
tt0206467,Action,1999–2000,series,Comedy,N/A,Chris Thompson,"Jay Mohr, Illeana Douglas, Jarrad Paul","In Hollywood you're only as good as your last flick, and Dragonfire Films exec Peter Dragon has hit bottom with his $150 million bomb ""Slow Torture."" His only hope to get back to the way things were is the shoot-'em-up film ""Beverly Hills Gun Club,"" and the only person that will help him is ex-child star turned hooker Wendy Ward.",English,United States,30 min,TV-MA,3 wins & 4 nominations,8.3,"1,623",https://m.media-amazon.com/images/M/MV5BOTBiMzY2NTAtMDE3Ni00ZGIyLWE0YTgtZTQyMDAyMzkxZmI5XkEyXkFqcGc@._V1_SX300.jpg
tt0076543,A Piece of the Action,1977,movie,"Crime, Comedy",Sidney Poitier,"Charles Blackwell, Timothy March","Sidney Poitier, Bill Cosby, James Earl Jones","Dave Anderson and Manny Durrell are two high-class sneak thieves who have never been caught. Joshua Burke is a retired detective who has enough evidence on the both of them to put them behind bars. Instead, he offers to maintain his silence if the crooks will go straight and do work at a youth center for delinquents. At first, the crooks are reluctant and unwilling (and so are the kids). As time goes by they gain the trust and admiration of the kids and they start to enjoy the job. All goes well until someone out of the past tells them they have to do one last heist...or else.",English,United States,135 min,PG,N/A,6.4,"1,497",https://m.media-amazon.com/images/M/MV5BZTJhMzJmYmEtNzZiNC00ZjhlLTg1YWUtMjFkNzJmYzFkM2YyXkEyXkFqcGc@._V1_SX300.jpg
tt8840400,In Search of the Last Action Heroes,2019,movie,Documentary,Oliver Harper,"Oliver Harper, Timon Singh","Scott Adkins, Stuart Ashen, Shane Black",A comprehensive retrospective of the 80's and 90's action film genre.,English,United Kingdom,140 min,N/A,N/A,7.2,"1,469",https://m.media-amazon.com/images/M/MV5BMGFlMmYyNGYtOTBlOC00OWJhLTg4NGUtZjZkNGM4YmRhNTlmXkEyXkFqcGc@._V1_SX300.jpg
tt10955578,Action,2019,movie,"Action, Adventure, Thriller",Sundar C.,"Sundar C., Venkat Raghavan, D. Suresh","Vishal, Tamannaah Bhatia, Aishwarya Lekshmi","An agent, sent by the Indian army to observe a terrorist, finds his mission complicated when he discovers undercover agents in his own country.",Tamil,India,158 min,Not Rated,1 nomination,4.6,"1,312",https://m.media-amazon.com/images/M/MV5BN2I1ZTVkY2EtMGM5NS00YjUyLWI2OGYtYTJhYmFjNGFhZDRjXkEyXkFqcGc@._V1_SX300.jpg
tt3565904,"Monster High: Frights, Camera, Action!",2014,movie,Animation,"William Lau, Sylvain Blais","Audu Paden, Dan Serafin","Kate Higgins, Salli Saffioti, Debi Derryberry","When Draculaura is led to believe she's the rightful heir to the vampire throne, she and her best ghoulfriends are whisked away to Transylvania for a royal coronation to die for. But they soon discover the hunt for the queen is not over yet. The Ghouls must locate an ancient artifact known as the Vampire's Heart in order to discover the identity of the true Vampire Queen. It's a fangtastic adventure that will lead them from the Tower of Londoom, to a haunted river boat in New Goreleans and finally to the glamorous boo-vie lots of Hauntlywood. Could this be the moment when Draculara finally receives her vampire powers and discovers screams really can come true?",English,"United States, Canada",73 min,TV-Y7,N/A,6.7,"1,270",https://m.media-amazon.com/images/M/MV5BNTQ2MWZhZWItYzMwYi00MzMzLWI3ZmMtYjEwMDhlZTliNzc2XkEyXkFqcGc@._V1_SX300.jpg
tt0096757,Action U.S.A.,1989,movie,"Action, Thriller",John Stewart,"James Desmarais, David Reskin, John Stewart","Gregory Scott Cummins, William Hubbard Knight, Barri Murphy","After her boyfriend is murdered by the gangsters whose diamonds he stole, a girl is protected by two FBI agents who plan to keep her from sharing the same fate.",English,United States,97 min,TV-14,N/A,6.0,960,https://m.media-amazon.com/images/M/MV5BYTFiNWRkNWUtYzQyZi00MmFkLTg2YWUtYTgwMWRmYTFjZjU5XkEyXkFqcGc@._V1_SX300.jpg
tt17677492,The Violence Action,2022,movie,"Action, Comedy, Crime",Tôichirô Rutô,"Renji Asai, Itaru Era, Tôichirô Rutô","Kanna Hashimoto, Yôsuke Sugino, Fumika Baba",A young girl leads a double life as an assassin for hire.,Japanese,Japan,111 min,N/A,N/A,4.8,931,https://m.media-amazon.com/images/M/MV5BZDUwNzJkZjYtOTAwYS00MWUxLTgxMDctYWRhMjA4ODFkYzUwXkEyXkFqcGc@._V1_SX300.jpg
tt7022500,The Accidental Detective 2: In Action,2018,movie,"Action, Comedy, Crime",Lee Eon-hie,Jung Han-jin,"Kwon Sang-woo, Sung Dong-il, Seo Yeong-hie",A homicide detective and his partner recruit the help of an online private eye to solve a murder case.,Korean,South Korea,116 min,N/A,N/A,6.5,915,https://m.media-amazon.com/images/M/MV5BODVkM2JjMGMtMzJjYi00NjQ5LTk0OTUtODdhZjI5MWJkZWVhXkEyXkFqcGc@._V1_SX300.jpg
tt5295990,Inception: Jump Right Into the Action,2010,movie,"Documentary, Short",N/A,N/A,"Leonardo DiCaprio, Joseph Gordon-Levitt, Christopher Nolan","Join filmmaker Christopher Nolan and his cast and crew as they reveal the secrets of Inception, its development, characters, performances, story and jaw-dropping special effects in this solid 14-segments piece.",English,USA,44 min,N/A,N/A,8.6,905,https://m.media-amazon.com/images/M/MV5BZGFjOTRiYjgtYjEzMS00ZjQ2LTkzY2YtOGQ0NDI2NTVjOGFmXkEyXkFqcGdeQXVyNDQ5MDYzMTk@._V1_SX300.jpg
tt0109195,Back in Action,1994,movie,"Action, Crime, Drama","Steve DiMarco, Paul Ziller",Karl Schiffman,"Billy Blanks, Roddy Piper, Bobbie Phillips","The sister of a former U.S. Green Beret, is involved in a love affair with a mobster, endangering seriously her life. His brother will make his best efforts to save her from her boyfriend and his friends, fighting with or without external help. But perhaps this tough cop, Rossi, could help him... or stop him...",English,Canada,93 min,R,N/A,5.4,859,https://m.media-amazon.com/images/M/MV5BNTEwOGNkMWQtYjVlNi00NTlkLTk2M2YtYTk0ZmU3MDJmMGM1XkEyXkFqcGc@._V1_SX300.jpg
tt0337887,Confessions of an Action Star,2005,movie,"Action, Comedy, Musical",Brad Martin,David Leitch,"Holmes Osborne, David Leitch, Kelly Hu","A 'mocumentary' on the rise and fall of Chip and Dales dancer turned martial arts action star, Francis Allen Sledgewick, AKA Frank Sledge. When fame and fortune caused Frank to lose his sense of what's truely important, he realised he's going to have to get in touch with his roots if there's ever going to be a comeback.",English,"Austria, United States",83 min,Not Rated,N/A,3.8,818,https://m.media-amazon.com/images/M/MV5BMjc1NjYzODY5MV5BMl5BanBnXkFtZTcwOTk4OTcyMQ@@._V1_SX300.jpg
tt0251515,Wild C.A.T.S: Covert Action Teams,1994–1995,series,"Animation, Action, Adventure",N/A,N/A,"Denis Akiyama, Roscoe Handford, Janet-Laine Green",Universal war wages between two prehistoric alien races. One of the races is the heroic Kherubim while the other is the evil Daemonites.,English,"Canada, United States",N/A,TV-Y7,N/A,6.7,807,https://m.media-amazon.com/images/M/MV5BZWFkN2U0YTItZjk5OS00NTBlLWI3MzUtMmRkZjQyODNhMTcwXkEyXkFqcGc@._V1_SX300.jpg
